Symbol	Location
FAM86B1	Cytosol
SMYD4	Golgi apparatus
SMYD4	Cytosol
GPATCH8	Nucleus
CEACAM19	Mitochondrion
CEACAM19	Nucleus
UBE2H	Mitochondrion
HPDL	Mitochondrion
FSD2	Cytosol
ARAP1	Nucleus
C17orf58	Cytosol
C17orf58	Plasma membrane
BCDIN3D	Cytosol
CYP27C1	Cytosol
CFAP73	Nucleus
BCR	Cytosol
BCR	Plasma membrane
SPIN4	Cytosol
VSIG10L	Nucleus
ZNF397	Cytosol
ZNF397	Plasma membrane
ZSCAN30	Nucleus
ERCC6L	Cytoskeleton
TMEM17	Cytoskeleton
ZDHHC17	Cytosol
KANK3	Plasma membrane
RHD	Nucleus
RHD	Plasma membrane
ESPN	Cytosol
RPS19BP1	Cytosol
C3orf70	Cytosol
TEAD1	Nucleus
PLCD1	Cytoskeleton
NAP1L1	Cytoskeleton
SLIT1	Plasma membrane
LYPD6	Cytosol
AKR1C1	Endoplasmic Reticulum
SPATA21	Cytosol
RNF220	Nucleus
SHTN1	Nucleus
AL162231.1	Cytosol
ZNF546	Nucleus
GCNT1	Nucleus
SESTD1	Cytoskeleton
DYNC2H1	Mitochondrion
BCAM	Nucleus
RSBN1L	Nucleus
DCC	Golgi apparatus
LUZP2	Cytosol
LUZP2	Nucleus
LHFPL3	Cytosol
CHP1	Cytosol
C11orf96	Cytosol
C11orf96	Nucleus
AGMO	Cytosol
TLR5	Golgi apparatus
FOXD4L3	Nucleus
NHLRC1	Cytosol
PLEKHN1	Nucleus
MAGEH1	Nucleus
TET3	Nucleus
ZNF286A	Nucleus
C17orf97	Nucleus
RGPD1	Nucleus
RGPD1	Cytosol
DHRS4L2	Cytosol
SAMD11	Nucleus
SAMD11	Cytosol
SPRY4	Golgi apparatus
CXorf67	Nucleus
DNAJB13	Plasma membrane
GABRD	Golgi apparatus
GABRD	Cytosol
TCEA1	Nucleus
SECISBP2	Nucleus
C9orf153	Nucleus
C9orf153	Plasma membrane
SSX7	Nucleus
ADH1A	Cytosol
ADH1A	Plasma membrane
DNAH17	Nucleus
DNAH17	Plasma membrane
ZNF70	Cytosol
PEAR1	Nucleus
ZFP69B	Nucleus
ZFP69	Nucleus
RTL4	Nucleus
TMEM220	Nucleus
HIST1H1C	Nucleus
PLSCR3	Mitochondrion
EIF4EBP1	Cytosol
EIF4EBP1	Nucleus
TTC24	Nucleus
FAM122A	Nucleus
PALM3	Nucleus
SHISA7	Cytosol
C2orf66	Nucleus
CYHR1	Nucleus
COL14A1	Cytosol
KLHL17	Nucleus
RINL	Nucleus
RINL	Cytosol
TPRG1	Nucleus
MORN2	Nucleus
S100A3	Cytosol
UBQLN2	Cytosol
RILPL1	Plasma membrane
NWD1	Cytosol
NWD1	Nucleus
TMEM221	Nucleus
RAB42	Endoplasmic Reticulum
C11orf95	Cytoskeleton
GPR89B	Endoplasmic Reticulum
C6orf132	Cytosol
C6orf132	Golgi apparatus
TMEM215	Nucleus
NUTM2G	Nucleus
COL4A5	Plasma membrane
AGRN	Cytosol
NHS	Plasma membrane
TMPPE	Mitochondrion
TMPPE	Nucleus
ZNF626	Nucleus
ZNF626	Cytosol
HEPACAM2	Mitochondrion
HEPACAM2	Cytosol
ZC3H6	Golgi apparatus
ZC3H6	Nucleus
LAMTOR4	Cytosol
NUTM2B	Nucleus
DCUN1D3	Cytosol
DCUN1D3	Nucleus
ZNF793	Nucleus
HYKK	Cytosol
HES4	Nucleus
PEAK3	Cytosol
LRRIQ4	Mitochondrion
C3orf62	Nucleus
ENO4	Mitochondrion
ZNF559	Nucleus
SLC38A3	Cytosol
FAM92A	Mitochondrion
FOCAD	Mitochondrion
PRR19	Mitochondrion
PRR19	Nucleus
PPP3R2	Cytosol
PPP3R2	Plasma membrane
SELL	Cytosol
CHM	Nucleus
CERKL	Cytosol
IER5L	Nucleus
H2AFX	Nucleus
C19orf54	Cytoskeleton
LCTL	Plasma membrane
COL25A1	Cytosol
FAM83G	Cytosol
CFAP77	Cytosol
SRSF10	Nucleus
DUSP28	Nucleus
CCDC9B	Cytosol
CCDC9B	Nucleus
RALGAPA2	Cytosol
RALGAPA2	Plasma membrane
FBLL1	Nucleus
NKAIN2	Cytosol
CFAP54	Cytoskeleton
FAM72B	Cytosol
NANOS1	Cytosol
NANOS1	Nucleus
HMX3	Nucleus
RTL6	Nucleus
CC2D2B	Nucleus
SAXO2	Nucleus
RHCE	Nucleus
RHCE	Plasma membrane
C2orf80	Golgi apparatus
IDO2	Cytosol
PARVB	Cytosol
UROS	Nucleus
ZBED6CL	Nucleus
FAM221A	Cytosol
TMEM120B	Nucleus
FSIP2	Cytoskeleton
RBM34	Nucleus
NOXA1	Cytosol
TMEM198	Cytosol
SPRED3	Nucleus
ZNF548	Nucleus
MTF1	Nucleus
SHISA6	Nucleus
SHISA6	Plasma membrane
TMEM201	Nucleus
ZDHHC11	Mitochondrion
ENTPD8	Cytosol
ENTPD8	Nucleus
RPL14	Endoplasmic Reticulum
BEND4	Nucleus
FAM78B	Golgi apparatus
FAM78B	Cytosol
ZNF563	Cytosol
TMC3	Cytosol
KLRG2	Nucleus
MSL1	Nucleus
LRRK2	Cytosol
GJB3	Cytosol
TRMT2B	Nucleus
C9orf152	Nucleus
NOC2L	Mitochondrion
ZNF292	Nucleus
HUS1B	Nucleus
KCTD21	Cytosol
SBSN	Cytosol
ADAT2	Golgi apparatus
MAGEB16	Nucleus
ZNF567	Nucleus
RNFT1	Nucleus
CGB5	Cytosol
RELN	Golgi apparatus
FAM111B	Nucleus
APOD	Plasma membrane
H1F0	Nucleus
GAGE2A	Plasma membrane
LITAF	Nucleus
VSTM1	Cytosol
BLOC1S3	Golgi apparatus
SP6	Nucleus
ANKRD34B	Mitochondrion
ANKRD34B	Nucleus
ZNF573	Cytoskeleton
GRAPL	Cytoskeleton
FAM47E	Cytosol
FAM47E	Plasma membrane
ZNF527	Nucleus
S100A13	Plasma membrane
ZNF33A	Endoplasmic Reticulum
KRT77	Nucleus
KRT77	Plasma membrane
PCDH18	Cytosol
C15orf61	Nucleus
C15orf61	Cytosol
SPANXN3	Nucleus
DRICH1	Nucleus
FHIT	Nucleus
FHIT	Plasma membrane
FOXR2	Nucleus
RRP7A	Nucleus
LIN54	Cytosol
FAM53B	Cytosol
FAM180A	Nucleus
SPANXN4	Plasma membrane
SPANXN4	Cytosol
S100A14	Plasma membrane
S100A14	Cytosol
S100A14	Nucleus
SLC35E2B	Nucleus
TOGARAM2	Nucleus
TOGARAM2	Plasma membrane
NEMP2	Nucleus
KIAA0408	Nucleus
GSPT2	Cytosol
C8orf76	Nucleus
OTUD6A	Cytosol
SH2D5	Cytosol
NCR1	Endoplasmic Reticulum
RASSF10	Cytosol
IL1RAP	Cytosol
TDRD7	Cytosol
CCDC189	Cytosol
KIAA0895L	Nucleus
KIAA0895L	Cytosol
AKR1C3	Cytosol
SPATS2L	Cytosol
ZNF250	Nucleus
WDSUB1	Nucleus
ZNF79	Cytosol
S100A4	Plasma membrane
PLEKHG4	Plasma membrane
FAT4	Cytosol
STK40	Cytosol
TMEM63A	Cytosol
HRCT1	Nucleus
GREB1	Cytosol
GREB1	Mitochondrion
SIRPB2	Nucleus
ZNF766	Cytoskeleton
RYR1	Golgi apparatus
RYR1	Cytosol
SRGAP3	Cytosol
FAM217B	Nucleus
TUBB	Cytoskeleton
SUPT5H	Nucleus
ZNF471	Nucleus
GTF2IRD2	Nucleus
GRM7	Cytosol
NIF3L1	Cytosol
IARS	Cytosol
IARS	Nucleus
POM121	Nucleus
ZBTB44	Nucleus
CGB7	Cytosol
NLGN3	Golgi apparatus
ADH7	Cytosol
ADH7	Plasma membrane
ZKSCAN7	Cytosol
CPNE4	Cytosol
CPNE4	Nucleus
ZNF565	Nucleus
NUDT11	Cytosol
SRGAP2B	Cytosol
FUT4	Cytosol
ASB13	Golgi apparatus
ASB13	Nucleus
SLC35F1	Nucleus
ZNF34	Nucleus
ZNF781	Nucleus
ZNF140	Nucleus
ZNF774	Cytoskeleton
EVL	Cytosol
SPANXD	Nucleus
ZNF124	Nucleus
S100A5	Nucleus
NBPF4	Nucleus
TSC22D2	Cytosol
NPIPB15	Nucleus
ZNF569	Golgi apparatus
ZNF569	Nucleus
ZNF569	Cytosol
ARMCX4	Nucleus
YRDC	Mitochondrion
ZNF777	Nucleus
PIK3R4	Cytosol
ZNF605	Nucleus
TRAPPC2	Cytosol
RFX8	Nucleus
MYL6B	Cytosol
ZNF799	Nucleus
SIAH1	Mitochondrion
IPO4	Cytosol
ARL9	Mitochondrion
PRPF40A	Nucleus
GDAP2	Endoplasmic Reticulum
TCEAL3	Nucleus
ANAPC7	Cytosol
TPK1	Cytosol
SLC6A9	Golgi apparatus
AFAP1	Cytosol
NACA	Cytosol
SPTSSB	Nucleus
BORCS6	Golgi apparatus
BORCS6	Cytosol
MAN2A2	Cytosol
FAM72A	Cytosol
CACNA1H	Nucleus
CACNA1H	Cytosol
XRCC2	Cytosol
MKL1	Nucleus
MBD3L2B	Mitochondrion
HDAC2	Nucleus
ZNF782	Mitochondrion
ZNF782	Nucleus
ZNF846	Cytoskeleton
MMP1	Cytosol
ADH1B	Cytosol
ADH1B	Plasma membrane
TCF4	Cytosol
TCF4	Nucleus
WNK3	Cytosol
SDHAF3	Mitochondrion
HRH1	Plasma membrane
RABL6	Cytosol
ZNF136	Nucleus
ZKSCAN5	Cytoskeleton
TRAPPC4	Cytosol
TTC30B	Nucleus
TECPR2	Nucleus
ZFP62	Cytoskeleton
ZFP62	Nucleus
ERI2	Golgi apparatus
ERI2	Nucleus
HSH2D	Plasma membrane
ZNF33B	Endoplasmic Reticulum
ZNF512B	Nucleus
AMZ2	Nucleus
NF1	Mitochondrion
VKORC1L1	Endoplasmic Reticulum
ZNF418	Nucleus
GM2A	Cytosol
HIST1H2AI	Nucleus
S100A2	Cytosol
S100A2	Nucleus
ZNF700	Nucleus
POU3F4	Nucleus
MAML3	Nucleus
HIST1H2AG	Nucleus
STRN3	Cytosol
ZNF239	Nucleus
ZSCAN16	Nucleus
MVB12B	Golgi apparatus
MVB12B	Cytosol
C6orf106	Nucleus
PPTC7	Cytosol
PPTC7	Plasma membrane
RGPD4	Nucleus
RGPD4	Cytosol
NHLRC2	Nucleus
HIST1H2AD	Nucleus
ZFP28	Nucleus
KIAA1211L	Cytoskeleton
CBWD3	Plasma membrane
SCN8A	Plasma membrane
LAMB3	Cytosol
HIST3H2BB	Nucleus
KPNA5	Cytosol
ANKRD36B	Cytosol
ANKRD36B	Nucleus
ARHGEF12	Cytosol
ARHGEF12	Plasma membrane
PDLIM7	Cytoskeleton
FLNA	Cytosol
FLNA	Plasma membrane
SRGAP1	Cytosol
FAM3C	Golgi apparatus
NOP9	Nucleus
SLC39A10	Cytosol
SLC39A10	Nucleus
CASP4	Cytosol
AP2A1	Cytosol
FUT11	Nucleus
ANXA4	Cytosol
LAGE3	Nucleus
FAM163B	Cytosol
FAM163B	Nucleus
FAM163B	Plasma membrane
NPIPB9	Nucleus
WDR45	Nucleus
METTL9	Plasma membrane
METTL9	Nucleus
ZNF429	Nucleus
SERTAD1	Golgi apparatus
ZNF398	Mitochondrion
ZSCAN25	Nucleus
ANXA6	Cytosol
ZNF441	Nucleus
GMFB	Cytosol
GMFB	Nucleus
SIGLEC15	Golgi apparatus
SIGLEC15	Nucleus
ZNF420	Nucleus
ZNF763	Nucleus
ZSCAN26	Nucleus
KIAA1671	Cytoskeleton
KRT35	Cytoskeleton
IGF2R	Cytosol
GAL3ST4	Nucleus
DYNC1H1	Cytosol
SLC6A17	Mitochondrion
ZGPAT	Plasma membrane
ZNF682	Golgi apparatus
ZNF772	Cytosol
PCNX3	Cytosol
ADAM32	Cytosol
LRRC8B	Nucleus
SND1	Cytosol
ZNF785	Cytosol
PSMD12	Cytoskeleton
NOL4L	Nucleus
CYSRT1	Nucleus
ZSCAN5B	Nucleus
ENTPD4	Cytosol
TBC1D9B	Plasma membrane
SERPINA1	Cytosol
C6orf141	Nucleus
ZNF165	Cytoskeleton
ZNF165	Nucleus
SYNGAP1	Nucleus
ZNF720	Cytosol
DDI2	Cytosol
DDI2	Nucleus
TRIM33	Cytosol
LRP10	Nucleus
PELI1	Cytoskeleton
PELI1	Nucleus
MRPL21	Mitochondrion
MRPL21	Nucleus
UAP1L1	Cytoskeleton
FBXL22	Cytosol
FBXL22	Nucleus
ZNF786	Nucleus
ZNF517	Nucleus
SLC22A5	Mitochondrion
DACT3	Cytosol
ADARB1	Nucleus
ZNF860	Nucleus
C5AR1	Golgi apparatus
DIO3	Cytosol
CYP2B6	Nucleus
DCHS2	Plasma membrane
DCHS2	Cytosol
VEPH1	Cytosol
VEPH1	Nucleus
SHPK	Nucleus
MAP3K5	Cytosol
OGDHL	Nucleus
GSTK1	Peroxisome
PDGFA	Golgi apparatus
SPN	Plasma membrane
ZNF695	Nucleus
ZNF628	Nucleus
SLC2A10	Nucleus
ZNF665	Nucleus
ATG7	Cytosol
SIPA1L1	Plasma membrane
TTC30A	Cytoskeleton
TTC30A	Nucleus
RAB40C	Cytosol
PIGN	Cytosol
PIGN	Plasma membrane
COL4A6	Endoplasmic Reticulum
ZNF624	Cytosol
HHLA3	Nucleus
HHLA3	Cytosol
CCDC154	Plasma membrane
C5orf42	Cytosol
ZNF615	Mitochondrion
CDC42SE1	Plasma membrane
SERPINB13	Cytosol
SERPINB13	Nucleus
PDCD1LG2	Cytosol
ZNF433	Nucleus
SPTAN1	Cytosol
NMB	Nucleus
NMB	Cytosol
FAM114A1	Cytosol
FAM114A1	Golgi apparatus
RPE	Cytosol
ZNF460	Nucleus
RPS26	Endoplasmic Reticulum
PSAP	Cytosol
S100A10	Mitochondrion
RPL37A	Endoplasmic Reticulum
TXNRD3	Nucleus
STPG3	Cytosol
MAP1LC3C	Cytosol
KLHDC1	Cytosol
ZNF780A	Nucleus
ZNF461	Golgi apparatus
C4orf22	Cytosol
C4orf22	Plasma membrane
HIST4H4	Nucleus
ZNF181	Nucleus
FAM212B	Nucleus
ZNF44	Nucleus
GPAA1	Cytosol
ADAMTSL2	Cytosol
SGTB	Nucleus
ZNF790	Nucleus
FAM49A	Nucleus
MYO1C	Nucleus
MYO1C	Plasma membrane
NKIRAS1	Cytosol
NKIRAS1	Endoplasmic Reticulum
HIST1H2BK	Nucleus
HRNR	Mitochondrion
HES5	Nucleus
ZNF677	Nucleus
ZNF347	Cytoskeleton
PLCG2	Cytosol
FCHSD1	Nucleus
RPL12	Golgi apparatus
DNM3	Golgi apparatus
ZNF121	Cytoskeleton
ZNF121	Nucleus
MPZL1	Plasma membrane
MPZL1	Cytosol
MBP	Plasma membrane
LEKR1	Nucleus
AL592490.1	Cytosol
IRAK4	Cytoskeleton
CCDC151	Nucleus
MRPL42	Plasma membrane
ENTPD7	Nucleus
FCGR1B	Cytosol
ZNF560	Nucleus
ZNF273	Nucleus
MAK16	Cytosol
ZNF667	Nucleus
GRK6	Mitochondrion
PRIM1	Golgi apparatus
PRIM1	Nucleus
PRIM1	Cytosol
MARCH5	Mitochondrion
NPIPB13	Nucleus
AKR1B10	Cytosol
SULT1C4	Cytosol
CD2AP	Plasma membrane
ADH4	Cytosol
ADH4	Nucleus
ZNF248	Nucleus
TOR4A	Nucleus
LPAR1	Nucleus
HIBCH	Mitochondrion
ZNF544	Nucleus
SOWAHC	Cytosol
NPIPB6	Nucleus
ZNF251	Nucleus
ZNF607	Nucleus
ZNF334	Nucleus
SZT2	Cytoskeleton
SZT2	Nucleus
SZT2	Cytosol
RPS6KL1	Nucleus
AC092143.1	Cytoskeleton
CACNA1E	Plasma membrane
QRICH1	Nucleus
RPL23A	Endoplasmic Reticulum
SLC29A3	Golgi apparatus
SLC29A3	Cytosol
STYX	Nucleus
HELZ	Nucleus
TMEM116	Cytoskeleton
UCKL1	Endoplasmic Reticulum
PEG3	Nucleus
ZKSCAN8	Nucleus
HYLS1	Cytosol
HYLS1	Plasma membrane
MYL4	Plasma membrane
ZNF442	Nucleus
ZNF813	Cytosol
DCAF12L2	Cytosol
PIM3	Cytosol
ASNA1	Nucleus
SPRED2	Nucleus
GFPT1	Nucleus
ZNF26	Mitochondrion
ITSN2	Plasma membrane
ITSN2	Cytosol
NTRK1	Cytosol
MGEA5	Cytosol
NRARP	Cytosol
ZNF583	Nucleus
ZNF568	Nucleus
ZNF587	Nucleus
ANKRD35	Plasma membrane
YTHDF2	Cytosol
TMA16	Nucleus
CNGA1	Plasma membrane
CNGA1	Cytosol
C1orf228	Cytosol
GPN1	Cytosol
GPN1	Nucleus
ZNF511	Nucleus
ZNF627	Nucleus
KCNRG	Cytosol
WDHD1	Nucleus
ZNF789	Nucleus
DDX39B	Nucleus
ARC	Cytoskeleton
ARC	Cytosol
NUDT16	Nucleus
LRBA	Golgi apparatus
ZNF536	Plasma membrane
ZNF536	Nucleus
BAZ1A	Endoplasmic Reticulum
AKR1C4	Cytosol
AKR1C4	Nucleus
CCDC69	Plasma membrane
RYR2	Cytosol
RYR2	Nucleus
RYR2	Plasma membrane
KLHL9	Cytosol
CALM1	Cytosol
TUSC1	Cytosol
MAGEA1	Cytosol
PAPSS2	Mitochondrion
SLC9A6	Cytosol
ABCA4	Cytosol
EIF1AY	Cytosol
IPO9	Cytosol
TOGARAM1	Nucleus
DLL1	Nucleus
ANKRD13B	Cytosol
ECI2	Mitochondrion
UNC13B	Cytosol
LDB1	Nucleus
SMOC1	Plasma membrane
F5	Golgi apparatus
MSRB1	Nucleus
LRRTM3	Nucleus
ZNF652	Nucleus
SMURF1	Cytosol
SLC5A3	Plasma membrane
GPATCH3	Nucleus
RPL10A	Endoplasmic Reticulum
COLGALT2	Nucleus
EPS8L3	Cytosol
SYCP1	Cytosol
SYCP1	Nucleus
APCDD1L	Mitochondrion
RCSD1	Plasma membrane
FAM169A	Cytosol
FAM169A	Nucleus
ZNF830	Nucleus
TMEM184B	Cytosol
TMEM184B	Golgi apparatus
ALPK2	Cytosol
LRIG2	Golgi apparatus
PNP	Cytosol
PAX9	Mitochondrion
FOXJ3	Nucleus
ZNF358	Nucleus
SFT2D1	Nucleus
INPP5F	Cytosol
ARHGAP11A	Cytosol
SELENOM	Cytosol
SELENOM	Nucleus
GJC2	Cytosol
OPA1	Nucleus
DENND4B	Golgi apparatus
DENND4B	Nucleus
RYR3	Cytosol
MT-ND3	Cytosol
KTI12	Cytosol
KTI12	Nucleus
DUSP27	Nucleus
ARHGEF15	Plasma membrane
TOX	Nucleus
CD3E	Endoplasmic Reticulum
C1orf68	Plasma membrane
FICD	Nucleus
R3HDM4	Nucleus
TSEN15	Nucleus
LTN1	Cytosol
RUNDC1	Nucleus
CCDC152	Nucleus
TYW1	Nucleus
SFMBT2	Nucleus
DCAF12L1	Cytosol
PRMT6	Nucleus
CIPC	Cytosol
CIPC	Nucleus
CAPZA2	Endoplasmic Reticulum
PRC1	Plasma membrane
BHLHB9	Cytosol
MAP3K3	Nucleus
L1CAM	Nucleus
L1CAM	Plasma membrane
SREBF2	Cytosol
RASGEF1A	Golgi apparatus
DZIP3	Cytosol
KIAA0753	Cytosol
ATG9A	Cytosol
NOS1AP	Nucleus
NOS1AP	Cytosol
APRT	Cytosol
APRT	Nucleus
GPRASP1	Cytosol
TBKBP1	Nucleus
MAGEE1	Cytosol
CCDC167	Cytosol
MFAP3L	Nucleus
SMG5	Cytosol
TGM2	Cytosol
ARMCX6	Cytosol
PJA2	Cytoskeleton
RORB	Nucleus
SGMS1	Nucleus
INF2	Endoplasmic Reticulum
EFCAB2	Cytosol
EFCAB2	Plasma membrane
CHML	Cytosol
CHML	Nucleus
STUM	Cytosol
CAPN8	Nucleus
CAPN8	Cytosol
TATDN3	Nucleus
RAET1G	Cytosol
C1orf53	Cytosol
SAMD5	Cytosol
FAM229B	Nucleus
PRR9	Cytosol
EEF1AKMT2	Nucleus
DDO	Cytosol
PLPP4	Nucleus
HIST2H2AA3	Nucleus
HIST2H2BF	Nucleus
HSD3B1	Nucleus
HSD3B2	Nucleus
RBM20	Golgi apparatus
RBM20	Nucleus
C6orf163	Nucleus
GDI1	Cytosol
PCMTD2	Mitochondrion
DPPA5	Plasma membrane
C10orf62	Cytosol
SAMD13	Mitochondrion
C1orf141	Cytoskeleton
EFCAB7	Nucleus
LDLRAD1	Nucleus
RHOXF2B	Plasma membrane
ZYG11A	Nucleus
LIPJ	Plasma membrane
LRRC73	Cytosol
TCEAL5	Nucleus
TCEAL6	Nucleus
MAFB	Nucleus
CHIC1	Nucleus
CHIC1	Cytosol
GIGYF2	Cytosol
C2orf72	Nucleus
C2orf72	Plasma membrane
RUFY2	Nucleus
NHSL2	Plasma membrane
PHACTR4	Cytosol
PHACTR4	Plasma membrane
ZDHHC18	Cytoskeleton
GPRIN2	Cytoskeleton
GPRIN2	Plasma membrane
SYT15	Golgi apparatus
MACO1	Cytosol
ZDBF2	Nucleus
BMPR2	Plasma membrane
TCEA3	Nucleus
PFDN6	Golgi apparatus
PFDN6	Nucleus
OXLD1	Cytosol
BRD2	Nucleus
HLA-DMA	Cytosol
PSMB8	Cytosol
TAP2	Endoplasmic Reticulum
SPIN3	Nucleus
PAGE3	Nucleus
COL15A1	Endoplasmic Reticulum
C6orf10	Cytosol
AGER	Plasma membrane
AGPAT1	Endoplasmic Reticulum
PJVK	Mitochondrion
FKBPL	Nucleus
MRPL38	Mitochondrion
SMIM5	Cytosol
ERICH2	Nucleus
SP5	Nucleus
STK19	Nucleus
DXO	Cytosol
DXO	Nucleus
SKIV2L	Nucleus
C9orf129	Mitochondrion
ZBTB12	Nucleus
XAGE1A	Nucleus
LAYN	Cytosol
XAGE1B	Nucleus
NEU1	Cytosol
HSPA1B	Cytosol
HSPA1A	Cytosol
HSPA1L	Cytosol
LSM2	Nucleus
VARS	Cytosol
VWA7	Cytosol
VWA7	Plasma membrane
CARD16	Mitochondrion
MBD5	Cytoskeleton
MBD5	Nucleus
MSH5	Cytosol
MPIG6B	Golgi apparatus
LY6G5C	Nucleus
GPANK1	Endoplasmic Reticulum
C6orf47	Cytosol
FAM155A	Nucleus
FAM155A	Cytosol
APOM	Golgi apparatus
BAG6	Cytosol
BAG6	Nucleus
PRRC2A	Cytosol
NFKBIL1	Nucleus
ZNF814	Nucleus
MICB	Golgi apparatus
MICB	Plasma membrane
ZNF551	Nucleus
ZNF805	Nucleus
POU5F1	Nucleus
ZSCAN5C	Nucleus
CCHCR1	Cytosol
PSORS1C1	Nucleus
DHX16	Nucleus
MRPS18B	Mitochondrion
PPP1R10	Nucleus
ABCF1	Cytosol
PRR3	Nucleus
DDR1	Plasma membrane
DDR1	Nucleus
GNL1	Cytosol
HLA-E	Cytosol
ZNF468	Nucleus
TRIM15	Cytosol
ZNF616	Cytoskeleton
TRIM40	Cytosol
RNF39	Cytoskeleton
RNF39	Plasma membrane
RNF39	Cytosol
PPP1R11	Cytosol
DISP3	Nucleus
RACK1	Cytosol
TBC1D8	Nucleus
ASPDH	Nucleus
CBY3	Nucleus
AKT1S1	Cytosol
GABBR1	Cytoskeleton
CASC10	Nucleus
MAS1L	Cytosol
MALRD1	Golgi apparatus
FOXD4L5	Nucleus
MRPL53	Mitochondrion
MROH6	Nucleus
ATXN2	Cytosol
TCTN1	Cytoskeleton
TCTN1	Nucleus
FAM216A	Cytoskeleton
IGFL2	Nucleus
IGFL4	Cytosol
KRT25	Cytosol
SPINK9	Nucleus
SPINK9	Cytosol
ZNF155	Cytosol
ZNF155	Nucleus
UQCC3	Mitochondrion
UQCC3	Nucleus
FBXO48	Nucleus
ZNF783	Cytosol
ZNF783	Plasma membrane
LRRC10B	Nucleus
C12orf73	Cytoskeleton
C12orf73	Mitochondrion
PCDHGA1	Cytosol
PCDHA5	Plasma membrane
PCDHA4	Nucleus
ERICH4	Nucleus
PRSS1	Cytosol
SPIRE2	Nucleus
SYCE1L	Cytoskeleton
TMEM231	Cytosol
FAM71F2	Nucleus
C2orf91	Cytosol
C2orf91	Nucleus
CCNI2	Golgi apparatus
FAM205A	Plasma membrane
ACCSL	Cytosol
C4orf47	Cytosol
C11orf91	Cytosol
ZBTB10	Nucleus
C4orf46	Nucleus
CCDC144NL	Plasma membrane
PSMB10	Cytosol
TMEM170B	Cytoskeleton
SNX2	Lysosome
SAP25	Nucleus
IPO7	Cytosol
TECPR1	Cytosol
C15orf59	Cytosol
C15orf59	Nucleus
SAMD9	Cytosol
KRT6A	Cytoskeleton
CNEP1R1	Cytosol
ATP6AP1L	Cytosol
CCDC85C	Plasma membrane
CCDC85C	Nucleus
RGL3	Nucleus
TMSB4X	Cytosol
TMSB4X	Nucleus
TMEM256	Cytosol
SMN2	Cytosol
SERF1B	Nucleus
DENND6B	Plasma membrane
EIF3CL	Cytosol
LCMT1	Cytosol
LCMT1	Nucleus
CDPF1	Cytosol
LIN52	Nucleus
DPF3	Nucleus
C17orf107	Nucleus
MBD3L4	Mitochondrion
ITPRIPL2	Cytoskeleton
DENND1C	Cytosol
CRYZL1	Nucleus
C5orf51	Nucleus
GAGE1	Plasma membrane
PLPP6	Nucleus
PLPP6	Cytosol
KLRC2	Plasma membrane
KLRC3	Cytosol
ONECUT3	Nucleus
CEMP1	Nucleus
OLIG2	Nucleus
NYNRIN	Golgi apparatus
C18orf63	Mitochondrion
DOK6	Cytosol
JPT2	Cytosol
JPT2	Plasma membrane
SERPINB5	Cytosol
ZDHHC11B	Mitochondrion
ELOA2	Nucleus
PRR23A	Cytoskeleton
PRR23A	Nucleus
FOXL2NB	Nucleus
RAB12	Cytosol
TMEM200C	Cytoskeleton
LNP1	Cytosol
VGLL3	Cytosol
VGLL3	Nucleus
TRIM71	Cytoskeleton
TRIM71	Plasma membrane
ZCWPW2	Nucleus
COLQ	Plasma membrane
METTL6	Cytosol
XKR4	Cytosol
DIO2	Nucleus
DIO2	Cytosol
SELENOH	Nucleus
STK38L	Cytosol
SACM1L	Golgi apparatus
SACM1L	Nucleus
TSN	Endoplasmic Reticulum
SLC48A1	Cytosol
PRR22	Nucleus
C17orf51	Nucleus
RNF208	Nucleus
POU5F1B	Nucleus
ZNF580	Nucleus
CGB8	Cytosol
DENND1B	Cytosol
FGFR1OP	Cytoskeleton
CFAP45	Nucleus
TCTEX1D2	Cytosol
CRYGS	Cytosol
CRIP1	Cytosol
CRIP1	Nucleus
KLHL23	Cytoskeleton
KLHL23	Nucleus
MLLT11	Cytosol
MLLT11	Nucleus
ASIC3	Cytosol
ASIC3	Nucleus
DNLZ	Mitochondrion
TCL1B	Cytosol
TSGA13	Cytosol
ANKRD39	Nucleus
QTRT1	Mitochondrion
MXD3	Nucleus
GSTM2	Cytosol
ARHGAP19	Plasma membrane
HAUS7	Cytoskeleton
HAUS7	Cytosol
HAUS7	Plasma membrane
LCAT	Nucleus
PVRIG	Endoplasmic Reticulum
PVRIG	Nucleus
KRT222	Cytosol
SIPA1	Nucleus
ERV3-1	Cytosol
SYNJ2BP	Mitochondrion
STIMATE	Cytosol
DNAJC9	Nucleus
C8orf82	Nucleus
VDAC1	Cytosol
ZBTB9	Nucleus
TMX2	Cytosol
TMX2	Nucleus
HEXA	Cytosol
LEPROT	Cytoskeleton
LBH	Cytosol
ADAT3	Nucleus
PPP1CB	Cytosol
NCKIPSD	Plasma membrane
TREX1	Cytosol
SLC35F6	Cytosol
CLIC1	Cytosol
DDAH2	Mitochondrion
RPS29	Endoplasmic Reticulum
KLRK1	Plasma membrane
CEACAM18	Cytoskeleton
EMP2	Nucleus
KCTD11	Nucleus
C8orf44	Nucleus
PPM1N	Cytosol
SLC23A3	Nucleus
LTB4R2	Plasma membrane
DNASE1	Cytosol
MDP1	Nucleus
LEUTX	Nucleus
CSNK1E	Cytosol
CSNK1E	Nucleus
IRF9	Cytosol
